Vitamins,Bagel,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cinnamon Toast Crunch (1 cup),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Hot Dog		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Glass Milk (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,
Vitamins,Bagel,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Glass Milk (1 cup),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Hot Dog,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Pizza,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Nuggets,Tater Tots,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Hot Dog,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Eggo Waffle,Chicken		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Chocolate Chip Eggo Waffle (2),Vegetable Oil (1tbsp),Ketchup (1tbsp),4.5oz uncooked chickenbreast,
Vitamins,Bagel,Cereal,Chicken Nuggets,Tater Tots,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Chicken Nuggets,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Nuggets,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Eggo Waffle,Chicken		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cinnamon Toast Crunch (1 cup),Chocolate Chip Eggo Waffle (2),Vegetable Oil (1tbsp),Ketchup (1tbsp),4.5oz uncooked chickenbreast,
Vitamins,Bagel,Cereal,Chicken Nuggets,Quesadilla,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cinnamon Toast Crunch (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Mission Tortilla White Flour Taco Size,Tillamook Medium Cheddar Slice (1),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Corn Dog,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Corn Dog,Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Eggo Waffle,Chicken		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Chocolate Chip Eggo Waffle (2),Vegetable Oil (1tbsp),Ketchup (1tbsp),4.5oz uncooked chickenbreast,
Vitamins,Bagel,Cereal,Chicken Nuggets,Tater Tots		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Nuggets,Quesadilla,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Peanut Butter Cap'n Crunch (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Mission Tortilla White Flour Taco Size,Tillamook Medium Cheddar Slice (1),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Corn Dog,Pizza		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Corn Dog,Ketchup (1tbsp),Diogornio Pepperoni Slice (1/6 pizza),
Vitamins,Bagel,Cereal,Hot Dog,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Hot Dog,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Pizza,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Diogornio Pepperoni Slice (1/6 pizza),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Nuggets,Tater Tots,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Corn Dog,Eggo Waffle,Chicken Nuggets,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Chocolate Chip Eggo Waffle (2),Just Bare Nuggets (84g),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Corn Dog,Eggo Waffle,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Chocolate Chip Eggo Waffle (2),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Corn Dog,Chicken Nuggets,Tater Tots		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),
Vitamins,Bagel,Corn Dog,Chicken Nuggets,Pancakes,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Just Bare Nuggets (84g),Ketchup (1tbsp),Krusteaz Pancake Mix (1/2 cup),Babybell Original Cheese,
Vitamins,Bagel,Corn Dog,Chicken Nuggets,Chicken Cup of Noodles		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Just Bare Nuggets (84g),Ketchup (1tbsp),Chicken Cup of Noodles,
Vitamins,Bagel,Hot Dog,Pizza		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Diogornio Pepperoni Slice (1/6 pizza),
Vitamins,Bagel,Hot Dog,Eggo Waffle		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Chocolate Chip Eggo Waffle (2),Glass Milk (1 cup),
Vitamins,Bagel,Pizza,Eggo Waffle		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Chocolate Chip Eggo Waffle (2),Glass Milk (1 cup),
Vitamins,Bagel,Pizza,Chicken Nuggets,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Just Bare Nuggets (84g),Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Pizza,Cheese Sandwhich,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Bolillo Roll,Tillamook Medium Cheddar Slice (1),Babybell Original Cheese,
Vitamins,Bagel,Pizza,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Pizza,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Eggo Waffle,Chicken Nuggets,Tater Tots		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Chocolate Chip Eggo Waffle (2),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),
Vitamins,Bagel,Eggo Waffle,Chicken Nuggets,Chicken Cup of Noodles		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Chocolate Chip Eggo Waffle (2),Just Bare Nuggets (84g),Ketchup (1tbsp),Chicken Cup of Noodles,
Vitamins,Bagel,Eggo Waffle,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Chocolate Chip Eggo Waffle (2),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Chicken Nuggets,Tater Tots,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Tater Tots (18),Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Chicken Nuggets,Pancakes,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Krusteaz Pancake Mix (1/2 cup),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Chicken Nuggets,Cheese Sandwhich,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Bolillo Roll,Tillamook Medium Cheddar Slice (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Chicken Nuggets,Chik Patty,Chicken Cup of Noodles		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),Chicken Cup of Noodles,
Vitamins,Bagel,Pancakes,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Krusteaz Pancake Mix (1/2 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cheese Sandwhich,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Bolillo Roll,Tillamook Medium Cheddar Slice (1),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Chik Patty,Chicken Cup of Noodles		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),Chicken Cup of Noodles,
Vitamins,Bagel,Peanut Butter Sandwhich,Pancakes		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Krusteaz Pancake Mix (1/2 cup),
Vitamins,Bagel,Peanut Butter Sandwhich,Pancakes		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Krusteaz Pancake Mix (1/2 cup),Made With Milk (1/3 cup),
Vitamins,Bagel,Cereal,Corn Dog,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Eggo Waffle,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Chocolate Chip Eggo Waffle (2),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Tater Tots		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Tater Tots (18),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chik Patty,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Chik Patty (1),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Corn Dog,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Peanut Butter (2tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Babybell Original Cheese,
